,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_regi,perm_medium_regi,perm_low_regi,perm_high_glob2,perm_medium_glob2,perm_low_glob2,basin_id,group
43,A673122001,La Mortagne Ã  GerbÃ©viller,FR,FR_EAUFRANCE,La Mortagne à Gerbéviller,6.524472,48.487068,6.524472,48.487068,233,493.0,490.643,0,0.4780933062880381,1969-11-01,2023-09-30,55,647,19692,19692,0.0,18690.0,746.0,256.0,B,,1,7,"['FR000151', 'FR000152', 'FR000153', 'FR003258', 'FR003259', 'FR003260', 'FR003261']",0.957,0.353,1.303,2.221,0.611,141.0,25.463,0.18,2.976,5.106,1.712,23.294,8.333,0.0,2.765,2.165,0.783,-0.066,0.04,15.539,1.2,2.0,216.396,3.931,4.0,704.705,361.703,234.447,4.884,47.281,5.44,0.555,0.178,8,1.064,0.0,0.0,64.94,35.06,0.0,35.06,16.656,48.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.902,37.338,6.635,3.125,0.0,0.0,11.362,0.0,41.54,0.0,118.245,130.0,30.0,50.251,45.569,26.294,28.137,6.631,1.396,1.593,0.202,0.683,0.0289999999999999,0.159,0.285,0.5,0.023,0.444,0.0,0.0,0.0,0.0,0.0,3.481,0.06,0.056,2.0,56.99999999999999,43.0,0.0,35.0,65.0,0.0,FR003261,Group_3
44,A907105050,La Sarre Ã  Diedendorf,FR,FR_EAUFRANCE,La Sarre à Diedendorf,7.055086,48.877288,7.055086,48.877288,222,733.0,715.787,0,2.3482946793997224,1970-07-01,2023-09-30,54,628,19022,7244,428.0,18450.0,0.0,572.0,C,,1,7,"['FR000183', 'FR000184', 'FR000185', 'FR000186', 'FR003292', 'FR003293', 'FR003294', 'FR003295']",0.885,0.369,1.463,2.02,0.568,142.426,24.485,0.183,3.09,11.152,2.481,15.301,4.895,0.0,2.408,2.103,0.873,-0.012,0.036,15.661,1.163,1.0,219.825,3.983,3.0,987.742,331.774,219.45,5.048,49.961,8.051,0.686,0.194,8,1.034,0.601,0.0,77.819,21.58,0.707,20.873,14.467,63.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.0,20.881,74.38,3.214,1.526,0.0,0.0,0.0,0.0,20.881,0.0,111.218,130.0,0.0,46.797,40.863,27.273,30.043,8.588,1.365,1.313,0.186,0.651,0.0559999999999999,0.179,0.333,0.357,0.048,0.512,0.0,0.0,7.0,11.41,70.4,3.904,0.158,0.761,9.0,24.0,76.0,0.0,22.0,77.0,1.0,FR003295,Group_3
45,A634101001,La Meurthe Ã  LunÃ©ville,FR,FR_EAUFRANCE,La Meurthe à Lunéville,6.481033,48.582851,6.481033,48.582851,219,1105.0,1102.95,0,0.1855203619909461,1982-12-18,2023-09-30,36,376,11195,3230,3702.0,10751.0,400.0,44.0,E,,1,9,"['FR000142', 'FR000143', 'FR000144', 'FR000146', 'FR000147', 'FR003250', 'FR003251', 'FR003252', 'FR003253']",1.42,0.497,1.535,2.276,0.642,143.727,25.6,0.348,3.964,2.763,2.545,6.775,3.745,0.0,2.972,2.041,0.687,-0.077,0.049,14.491,1.199,2.0,211.552,3.873,1.0,1298.148,495.51,218.779,9.458,23.573,22.558,0.457,0.171,10,1.408,22.537,11.387,10.692,55.384,13.274,42.11,0.071,10.621,11.387,0.0,0.0,0.0,0.0,0.0,17.505,0.856,4.045,0.131,30.26,7.526,23.243,38.971,0.0,0.0,7.643,0.0,22.617,0.0,104.727,130.0,30.0,44.019,68.684,18.074,13.243,7.197,1.543,2.159,0.221,0.697,0.053,0.045,0.202,0.635,0.055,0.247,1.0,1.0,6.0,3.37,58.34,5.625,0.027,0.054,9.0,59.00000000000001,6.0,35.0,55.00000000000001,22.0,23.0,FR003253,Group_3
46,A676101001,La Meurthe Ã  DameleviÃ¨res,FR,FR_EAUFRANCE,La Meurthe à Damelevières,6.383943,48.563225,6.383943,48.563225,211,2280.0,2310.618,0,-1.3428947368421025,1973-01-02,2023-09-30,51,609,18511,10806,23.0,18097.0,6.0,408.0,A,,1,25,"['FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262']",1.235,0.46,1.579,2.416,0.626,140.792,24.861,0.285,3.739,3.589,2.262,9.677,5.88,0.0,2.728,2.112,0.774,-0.056,0.042,14.586,1.19,2.0,213.852,3.88,1.0,1298.148,407.647,207.343,6.709,39.275,12.771,0.603,0.179,10,1.365,10.759000000000002,5.436,40.503,43.304,11.638,31.666,12.765,27.738,5.436,0.0,0.0,0.0,0.0,0.0,8.356,0.409,1.931,0.063,37.065,29.939,13.729,19.266,0.0,0.0,12.353,0.0,24.712,0.0,113.046,130.0,30.0,46.955,54.9,23.03,22.069,7.213,1.442,2.307,0.205,0.68,0.045,0.136,0.242,0.528,0.045,0.378,1.0,1.0,9.0,3.86,59.92,4.383,0.16,0.265,12.0,47.0,36.0,17.0,43.0,46.0,11.0,FR003262,Group_3
47,26400550,BundespegelFremersdorf,DE,DE_BU,Saar,6.648,49.409,6.648,49.409,,6983.0,6970.0,0,0.1861664041243018,1953-01-01,2021-07-31,68,805,24502,24471,547.0,0.0,24502.0,0.0,B,,1,38,"['DERP2013', 'DERP2014', 'DERP2015', 'FR000183', 'FR000184', 'FR000185', 'FR000186', 'FR000187', 'FR000188', 'FR000189', 'FR000190', 'FR000191', 'FR000192', 'FR000193', 'FR000194', 'FR000195', 'FR000196', 'FR000197', 'FR000198', 'FR000199', 'FR000200', 'FR000201', 'FR003292', 'FR003293', 'FR003294', 'FR003295', 'FR003296', 'FR003297', 'FR003298', 'FR003299', 'FR003300', 'FR003301', 'FR003302', 'FR003303', 'FR003304', 'FR003305', 'FR003306', 'FR003307', 'FR003308', 'FR003309', 'DEBU1957']",0.89,0.385,1.528,2.1,0.613,140.0,21.26,0.219,2.9,5.888,2.821,3.488,2.053,0.0,2.311,2.132,0.922,-0.045,0.033,16.028,1.165,2.0,222.914,4.096,3.0,987.742,303.13,163.368,5.135,39.276,4.411,0.648,0.182,10,2.046,0.852,7.259,59.08,32.805,1.031,31.774,27.724,31.356,7.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.737,30.76,52.78,12.8,3.660327743253214,0.0,0.0,1.627,0.795,28.338,0.0,116.847,130.0,0.0,49.883,37.788,32.246,29.779,8.925,1.362,1.286,0.169,0.616,0.1,0.233,0.305,0.3379999999999999,0.011,0.538,2.0,2.0,43.0,23.06,114.9,3.185,4.261,3.796,103.0,33.0,64.0,3.0,33.0,66.0,1.0,DEBU1957,Group_3
48,26900400,BundespegelCochem,DE,DE_BU,Mosel,7.168,50.143,7.168,50.143,,27088.0,27100.0,0,-0.0443000590667454,1901-01-01,2021-07-31,120,1429,43495,43464,547.0,0.0,43495.0,0.0,B,,1,210,"['BEWA0066', 'BEWA0067', 'BEWA0087', 'BEWA0106', 'BEWA0107', 'BEWA0119', 'DEBU1956', 'DEBU1957', 'DEBU1958', 'DEBU1959', 'DERP2003', 'DERP2004', 'DERP2005', 'DERP2006', 'DERP2007', 'DERP2008', 'DERP2009', 'DERP2010', 'DERP2011', 'DERP2012', 'DERP2013', 'DERP2014', 'DERP2015', 'DERP2016', 'DERP2017', 'DERP2018', 'DERP2019', 'DERP2020', 'DERP2021', 'DERP2022', 'DERP2023', 'DERP2024', 'DERP2025', 'DERP2026', 'DERP2027', 'DERP2028', 'DERP2029', 'DERP2030', 'DERP2031', 'DERP2032', 'DERP2033', 'DERP2034', 'DERP2035', 'DERP2036', 'FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR000134', 'FR000135', 'FR000136', 'FR000137', 'FR000138', 'FR000139', 'FR000140', 'FR000141', 'FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR000157', 'FR000158', 'FR000159', 'FR000160', 'FR000161', 'FR000162', 'FR000163', 'FR000164', 'FR000165', 'FR000166', 'FR000167', 'FR000168', 'FR000169', 'FR000170', 'FR000171', 'FR000172', 'FR000173', 'FR000174', 'FR000175', 'FR000176', 'FR000177', 'FR000178', 'FR000179', 'FR000180', 'FR000181', 'FR000182', 'FR000183', 'FR000184', 'FR000185', 'FR000186', 'FR000187', 'FR000188', 'FR000189', 'FR000190', 'FR000191', 'FR000192', 'FR000193', 'FR000194', 'FR000195', 'FR000196', 'FR000197', 'FR000198', 'FR000199', 'FR000200', 'FR000201', 'FR003234', 'FR003235', 'FR003236', 'FR003237', 'FR003238', 'FR003239', 'FR003240', 'FR003241', 'FR003242', 'FR003243', 'FR003244', 'FR003245', 'FR003246', 'FR003247', 'FR003248', 'FR003249', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264', 'FR003265', 'FR003266', 'FR003267', 'FR003268', 'FR003269', 'FR003270', 'FR003271', 'FR003272', 'FR003273', 'FR003274', 'FR003275', 'FR003276', 'FR003277', 'FR003278', 'FR003279', 'FR003280', 'FR003281', 'FR003282', 'FR003283', 'FR003284', 'FR003285', 'FR003286', 'FR003287', 'FR003288', 'FR003289', 'FR003290', 'FR003291', 'FR003292', 'FR003293', 'FR003294', 'FR003295', 'FR003296', 'FR003297', 'FR003298', 'FR003299', 'FR003300', 'FR003301', 'FR003302', 'FR003303', 'FR003304', 'FR003305', 'FR003306', 'FR003307', 'FR003308', 'FR003309', 'LU000001', 'LU000002', 'LU000003', 'LU000004', 'LU000005', 'LU000006', 'LU000007', 'LU000008', 'LU000009', 'LU000010', 'LU000011', 'LU000012', 'LU000013', 'LU000014', 'LU000015', 'LU000016', 'LU000017', 'LU000018', 'LU000019']",1.01,0.42,1.519,2.506,0.622,138.986,22.242,0.193,3.16,3.253,3.123,22.416,3.889,0.0,2.39,2.105,0.881,-0.052,0.036,13.43,1.188,2.0,210.3,3.943,3.0,1350.794,342.181,62.054,5.471,41.281,6.634,0.594,0.187,8,2.208,3.826,4.666,60.685,30.731,5.382,25.349,15.973,44.712,4.666,0.0,0.0,0.0,0.0,0.0,2.818,0.067,0.223,0.718,22.487,48.081,6.691000000000001,22.7414594651024,0.0,0.0,4.357,0.311,14.888,2.931,110.659,150.0,0.0,50.709,40.518,31.697,27.738,8.259,1.374,1.553,0.173,0.623,0.072,0.227,0.309,0.363,0.015,0.536,12.0,11.0,151.0,69.13,396.31,3.656,10.862,13.948,260.0,25.0,55.99999999999999,19.0,31.0,65.0,4.0,DEBU1959,Group_3
49,A901305050,A9013050,FR,FR_EAUFRANCE,La Sarre Rouge à Vasperviller,7.060836403,48.64078516,7.06429,48.640085,279,89.0,89.95,1,-1.067415730337082,1968-08-01,2023-09-30,56,651,19699,4410,450.0,19461.0,2.0,236.0,A,,1,1,['FR000184'],1.386,0.529,0.886,1.575,0.751,160.347,24.124,0.497,3.189,0.521,2.154,0.019,1.0,0.0,2.597,2.029,0.781,-0.024,0.044,15.213,1.165,1.0,215.936,3.892,4.0,987.742,500.163,278.499,13.552,3.934,41.051,0.619,0.096,10,0.885,0.0,0.0,4.121,95.879,0.0,95.879,0.0,4.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.207,0.096,2.697,0.0,0.0,0.0,0.0,0.0,97.207,0.0,85.281,130.0,30.0,42.592,73.202,17.596,9.202,6.326,1.616,1.813,0.236,0.721,0.021,0.009,0.033,0.842,0.096,0.042,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,5.0,98.0,2.0,0.0,96.0,4.0,0.0,FR000184,Group_3
50,1,Livange,LU,LU_CONTACTFORM,Alzette,6.114957,49.526477,6.114957,49.526477,,231.7,257.376,2,-11.081570996978847,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,3,"['FR003289', 'FR003290', 'FR003291', 'LU000013']",0.653,0.3,1.086,2.364,0.555,135.944,21.74,0.125,2.165,8.58,1.697,22.113,4.464,0.0,2.259,2.15,0.952,-0.077,0.032,17.049,1.193,2.0,225.063,4.294,3.0,455.85,343.765,265.583,3.831,57.095,1.724,0.665,0.17,8,1.247,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.272,130.0,30.0,52.633,36.345,36.475,27.18,7.605,1.366,1.006,0.154,0.581,0.197,0.238,0.257,0.253,0.035,0.495,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.005,11.0,7.000000000000001,93.0,0.0,0.0,100.0,0.0,LU000013,Group_4
51,16,Rosport,LU,LU_CONTACTFORM,Sure,6.509851,49.785883,6.509851,49.785883,,4231.8,4255.524,0,-0.5606125053168901,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,35,"['BEWA0066', 'BEWA0067', 'BEWA0087', 'BEWA0106', 'BEWA0107', 'BEWA0119', 'DERP2003', 'DERP2004', 'DERP2005', 'DERP2006', 'DERP2007', 'DERP2008', 'DERP2009', 'DERP2010', 'DERP2011', 'FR003289', 'FR003290', 'FR003291', 'LU000001', 'LU000002', 'LU000003', 'LU000004', 'LU000005', 'LU000006', 'LU000007', 'LU000008', 'LU000009', 'LU000010', 'LU000011', 'LU000012', 'LU000013', 'LU000014', 'LU000015', 'LU000016', 'LU000017', 'LU000018', 'LU000019']",0.981,0.429,0.845,2.664,0.569,129.222,19.495,0.181,3.408,8.58,2.585,27.578,6.353,0.0,2.392,2.01,0.84,-0.067,0.047,14.64,1.172,2.0,213.144,4.009,3.0,706.491,402.488,143.597,6.239,28.631,6.824,0.603,0.205,8,1.166,0.0,1.704,57.581,40.71,1.929,38.781,5.376,52.205,1.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.778000000000002,27.189,1.716,53.317,0.0,0.0,0.0,0.0,3.837,13.941,92.007,150.0,30.0,50.526,43.385,33.375,23.241,8.262,1.41,1.341,0.177,0.628,0.061,0.119,0.448,0.362,0.004,0.567,2.0,2.0,6.0,2.67,67.85,4.753,1.641,4.77,78.0,19.0,31.0,50.0,41.0,59.0,0.0,LU000017,Group_4
52,2664040600,Muellenborn,DE,DE_RP,Oosbach,6.614,50.238,6.614,50.238,,62.5,63.0,0,-0.8,1972-11-01,2021-12-31,50,588,17868,17227,90.0,0.0,17868.0,0.0,B,,1,2,"['DERP2026', 'DERP2027']",1.189,0.511,1.562,2.122,0.574,136.234,20.419,0.238,3.881,8.115,2.046,18.234,8.66,0.0,2.321,1.893,0.815,-0.046,0.066,15.919,1.181,2.0,216.219,3.921,3.0,667.422,517.775,381.198,5.796,24.961,2.769,0.652,0.058,8,1.115,3.938,22.191,55.52,18.35,0.0,18.35,0.0,55.52,22.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.938,32.955,29.942,0.0,37.10316553312772,0.0,0.0,0.0,0.0,32.955,0.0,89.077,130.0,30.0,53.258,40.385,39.723,19.892,9.277,1.409,1.559,0.178,0.629,0.012,0.075,0.561,0.351,0.0,0.636,0.0,0.0,0.0,0.0,0.0,6.812,0.0,0.0,8.0,17.0,48.0,35.0,18.0,78.0,4.0,DERP2027,Group_4
53,2649060900,Saarburg,DE,DE_RP,Leuk,6.542,49.602,6.542,49.602,,76.0,77.0,0,-1.3157894736842104,1962-11-01,2021-12-31,60,702,21369,13424,242.0,0.0,21369.0,0.0,B,,1,1,['DERP2016'],0.878,0.394,1.218,1.919,0.664,146.036,21.605,0.249,2.414,2.906,1.504,1.436,3.818,0.0,2.214,2.099,0.948,-0.033,0.034,17.185,1.183,2.0,226.152,4.179,3.0,440.077,334.3,163.614,5.776,30.674,3.908,0.532,0.178,8,1.036,0.0,14.512,53.543,31.945,0.0,31.945,1.653,51.89,14.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.742,0.0,11.258,0.0,0.0,0.0,0.0,0.0,0.0,116.842,130.0,30.0,50.871,42.737,34.724,22.539,10.158,1.344,1.542,0.166,0.62,0.046,0.336,0.316,0.304,0.0,0.6520000000000001,0.0,0.0,0.0,0.0,0.0,3.282,0.0,0.0,10.0,27.0,60.0,13.0,32.0,68.0,0.0,DERP2016,Group_4
54,A463201001,L'AviÃ¨re Ã  Frizon,FR,FR_EAUFRANCE,L'Avière à Frizon,6.3671,48.29252,6.3671,48.29252,297,105.0,103.078,0,1.830476190476188,1970-01-01,2023-09-30,54,639,19384,9313,247.0,19062.0,0.0,322.0,A,,1,1,['FR003239'],1.034,0.378,1.146,1.997,0.529,134.125,25.669,0.214,3.591,11.7,1.746,15.051,7.294,0.0,2.768,2.198,0.794,-0.063,0.039,15.253,1.189,2.0,216.627,3.998,4.0,474.175,367.892,300.303,3.177,56.099,0.01,0.577,0.149,8,0.983,0.0,0.0,69.457,30.544,15.227,15.317,20.355,49.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.181,74.781,7.613,1.424,0.0,0.0,0.0,0.0,16.181,0.0,130.0,130.0,130.0,50.92,39.98,25.833,34.186,7.157,1.365,0.84,0.18,0.651,0.068,0.188,0.345,0.35,0.038,0.5329999999999999,1.0,1.0,1.0,0.91,5.11,3.032,0.006,0.004,2.0,32.0,68.0,0.0,31.0,69.0,0.0,FR003239,Group_4
55,2626060900,GemuendIrsen,DE,DE_RP,Irsen,6.154,49.993,6.154,49.993,,124.5,125.0,0,-0.4016064257028112,1976-11-01,2021-12-31,46,540,16406,15766,91.0,0.0,16406.0,0.0,B,,1,1,['DERP2005'],1.229,0.486,1.626,3.967,0.44,125.186,18.739,0.036,4.782,17.989,3.381,116.147,15.62,0.0,2.484,1.939,0.781,-0.063,0.06,14.79,1.171,2.0,209.661,3.935,3.0,571.196,466.707,237.235,7.51,17.13,10.327,0.533,0.227,8,1.022,0.0,8.662,91.338,0.0,0.0,0.0,0.0,91.338,8.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.571,130.0,50.0,51.714,42.563,37.579,19.857,8.976,1.412,1.469,0.171,0.619,0.006,0.097,0.5549999999999999,0.3429999999999999,0.0,0.6519999999999999,0.0,0.0,0.0,0.0,0.0,5.765,0.0,0.0,13.0,0.0,12.0,88.0,0.0,100.0,0.0,DERP2005,Group_4
56,2676030600,Papiermuehle,DE,DE_RP,Dhron,6.94,49.827,6.94,49.827,,169.6,170.0,0,-0.2358490566037769,1955-12-07,2021-12-31,67,790,24040,23401,92.0,0.0,24040.0,0.0,B,,1,1,['DERP2030'],0.896,0.407,1.883,3.016,0.597,144.625,24.367,0.104,2.918,5.576,3.137,62.263,8.646,0.0,2.197,1.962,0.893,-0.007,0.046,16.722,1.167,4.0,224.927,4.098,3.0,818.171,485.22,153.121,8.049,12.427,11.677,0.592,0.161,10,1.03,0.0,21.906,0.0,78.094,0.0,78.094,0.0,0.0,21.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,101.856,130.0,30.0,51.537,43.886,35.922,20.192,8.461,1.415,1.697,0.185,0.64,0.0289999999999999,0.158,0.236,0.5720000000000001,0.005,0.394,0.0,0.0,0.0,0.0,0.0,5.137,0.0,0.099,13.0,12.0,31.0,56.99999999999999,78.0,22.0,0.0,DERP2030,Group_4
57,A712201001,L'Esch Ã  Jezainville,FR,FR_EAUFRANCE,L'Esch à Jezainville,6.043284,48.866376,6.043284,48.866376,182,231.0,226.235,0,2.062770562770557,1969-08-07,2023-09-30,55,639,19366,10630,412.0,18384.0,574.0,408.0,B,,1,1,['FR003266'],0.527,0.253,2.432,4.084,0.561,139.918,26.807,0.03,2.123,21.736,5.65,118.592,27.447,0.0,2.128,2.189,1.029,-0.019,0.026,16.777,1.182,2.0,226.111,4.177,4.0,388.68,273.034,190.114,2.616,71.091,0.354,0.564,0.161,8,1.178,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.788,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,97.08,130.0,30.0,54.043,33.748,35.088,31.164,7.925,1.328,1.685,0.159,0.595,0.013,0.449,0.132,0.361,0.034,0.581,0.0,0.0,5.0,1.35,4.27,2.12,0.025,0.057,2.0,0.0,100.0,0.0,0.0,100.0,0.0,FR003266,Group_4
58,A758102001,La Seille Ã  Moyenvic et Ã  Vic-sur-Seille,FR,FR_EAUFRANCE,La Seille à Moyenvic et à Vic-sur-Seille,6.567827,48.780883,6.567827,48.780883,199,352.0,351.777,0,0.0633522727272764,1985-08-23,2023-09-30,39,457,13846,6827,72.0,12091.0,847.0,908.0,C,,1,1,['FR003268'],0.705,0.335,1.626,2.87,0.56,133.029,29.532,0.094,2.456,8.126,3.438,55.316,11.259,0.0,2.162,2.196,1.016,0.001,0.029,16.382,1.162,1.0,226.247,4.134,3.0,349.86,234.635,199.642,2.438,73.17,0.008,0.667,0.182,9,1.176,0.0,0.0,100.0,0.0,0.0,0.0,98.431,1.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.525,84.271,0.0,2.204,0.0,0.0,5.507,0.0,8.018,0.0,127.607,130.0,50.0,50.964,27.433,29.558,43.009,9.108,1.279,1.107,0.155,0.607,0.024,0.429,0.337,0.164,0.018,0.766,0.0,0.0,9.0,7.21,36.02,2.675,0.018,0.05,2.0,1.0,99.0,0.0,0.0,100.0,0.0,FR003268,Group_4
59,A526102001,A5261020,FR,FR_EAUFRANCE,Le Madon à Mirecourt,6.136365,48.303258,6.136365,48.303258,263,381.0,382.238,0,-0.3249343832020996,1994-04-02,2023-09-30,30,342,10225,6216,549.0,8783.0,727.0,715.0,C,,1,3,"['FR000136', 'FR000137', 'FR000138']",0.94,0.391,1.152,2.7,0.491,131.75,25.788,0.119,3.639,16.761,2.095,57.385,8.0,0.0,2.504,2.217,0.885,-0.026,0.034,15.158,1.178,1.0,219.675,4.03,4.0,470.109,344.516,264.771,3.81,47.315,0.186,0.674,0.169,8,1.064,0.0,0.0,96.04,3.96,0.0,3.96,39.652,56.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.758,78.858,6.384,0.0,0.0,0.0,0.0,0.0,14.758,0.0,130.0,130.0,130.0,53.103,30.865,28.111,41.024,7.739,1.304,1.059,0.174,0.641,0.03,0.317,0.407,0.246,0.001,0.724,0.0,0.0,1.0,0.11,0.26,2.692,0.108,0.085,3.0,16.0,84.0,0.0,4.0,96.0,0.0,FR000138,Group_4
60,A975201001,A9752010,FR,FR_EAUFRANCE,La Nied [Française] à Condé-Northen [Pontigny],6.421311,49.146784,6.421311,49.146784,205,499.0,499.39,0,-0.0781563126252477,1969-01-01,2023-09-30,53,614,18481,4826,1515.0,17173.0,809.0,499.0,C,,1,3,"['FR000198', 'FR000199', 'FR000200']",0.653,0.324,1.584,2.995,0.458,126.045,22.181,0.073,2.917,28.86,4.827,93.274,14.018,0.0,2.065,2.184,1.058,0.004,0.027,16.926,1.167,1.0,228.274,4.228,3.0,397.79,261.624,205.433,2.911,63.36,0.048,0.562,0.159,9,1.823,0.0,0.0,100.0,0.0,0.0,0.0,63.473,36.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.457,88.299,0.0,0.244,0.0,0.0,0.0,2.398,9.059,0.0,118.73,130.0,50.0,50.554,30.024,31.998,37.978,8.833,1.311,1.142,0.15,0.594,0.023,0.503,0.26,0.203,0.003,0.763,0.0,0.0,3.0,0.98,2.88,2.64,0.057,0.074,4.0,12.0,88.0,0.0,0.0,100.0,0.0,FR000200,Group_4
61,A615103001,La Meurthe Ã  Raon-l'Ã‰tape,FR,FR_EAUFRANCE,La Meurthe à Raon-l'Étape,6.845062,48.402032,6.845062,48.402032,281,727.0,725.316,0,0.2316368638239297,1973-11-01,2023-09-30,51,589,17780,7559,451.0,17770.0,0.0,10.0,A,,1,4,"['FR000142', 'FR000143', 'FR003250', 'FR003251']",1.685,0.546,1.124,2.197,0.627,142.4,24.597,0.343,4.872,1.363,1.784,17.098,8.28,0.0,3.165,1.988,0.628,-0.094,0.057,14.491,1.205,2.0,209.756,3.869,1.0,1298.148,563.206,279.595,10.731,14.263,26.513,0.609,0.156,10,0.932,32.065,17.316,1.965,48.655,7.068,41.587,0.0,1.965,17.316,0.0,0.0,0.0,0.0,0.0,26.487,1.302,4.076,0.2,13.923,0.099,33.105,52.874,0.0,0.0,0.0,0.0,13.923,0.0,102.855,130.0,30.0,41.39,77.538,14.003,8.459,8.123,1.621,1.292,0.228,0.703,0.051,0.003,0.243,0.649,0.049,0.246,0.0,0.0,1.0,0.1,0.25,6.391,0.004,0.001,7.0,49.0,0.0,51.0,49.0,19.0,32.0,FR003251,Group_4
